,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
186,"{'lon': 167.69, 'lat': -46.13}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 50, 'feels_like': 35.55, 'temp_min': 50, 'temp_max': 50, 'pressure': 1001, 'humidity': 86}",,"{'speed': 24, 'deg': 230, 'gust': 42.99}",{'all': 100},1578281977,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1578243954, 'sunset': 1578300174}",46800,2180815,Tuatapere,200,{'3h': 1.81},
187,"{'lon': -69.22, 'lat': -51.62}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 44.6, 'feels_like': 36.39, 'temp_min': 44.6, 'temp_max': 44.6, 'pressure': 1001, 'humidity': 70}",10000.0,"{'speed': 9.17, 'deg': 270}",{'all': 20},1578281977,"{'type': 1, 'id': 8293, 'country': 'AR', 'sunrise': 1578299345, 'sunset': 1578358534}",-10800,3838859,Rio Gallegos,200,,
188,"{'lon': -78.51, 'lat': -0.22}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 52.12, 'feels_like': 48.34, 'temp_min': 50, 'temp_max': 55.4, 'pressure': 1029, 'humidity': 93}",10000.0,"{'speed': 6.93, 'deg': 330}",{'all': 75},1578281978,"{'type': 1, 'id': 8555, 'country': 'EC', 'sunrise': 1578222906, 'sunset': 1578266582}",-18000,3652462,Quito,200,,
189,"{'lon': 96.13, 'lat': 4.14}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 80.6, 'feels_like': 86.2, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1012, 'humidity': 76, 'sea_level': 1012, 'grnd_level': 1011}",,"{'speed': 5.77, 'deg': 25}",{'all': 29},1578281978,"{'country': 'ID', 'sunrise': 1578267841, 'sunset': 1578310646}",25200,1214488,Meulaboh,200,,
190,"{'lon': 47.99, 'lat': 42.39}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 37.08, 'feels_like': 27.39, 'temp_min': 37, 'temp_max': 37.4, 'pressure': 1021, 'humidity': 86}",6000.0,"{'speed': 11.18, 'deg': 330}",{'all': 90},1578281978,"{'type': 1, 'id': 8965, 'country': 'RU', 'sunrise': 1578284239, 'sunset': 1578317363}",10800,518764,Novokayakent,200,,
191,"{'lon': 20.04, 'lat': -34.53}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 62.98, 'feels_like': 59.16, 'temp_min': 62.01, 'temp_max': 64.4, 'pressure': 1013, 'humidity': 68}",,"{'speed': 8.05, 'deg': 290}",{'all': 100},1578281978,"{'type': 1, 'id': 1966, 'country': 'ZA', 'sunrise': 1578281649, 'sunset': 1578333372}",7200,1015776,Bredasdorp,200,,
192,"{'lon': -8.15, 'lat': 43.52}","[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",stations,"{'temp': 37.08, 'feels_like': 29.79, 'temp_min': 33.01, 'temp_max': 41, 'pressure': 1028, 'humidity': 100}",450.0,"{'speed': 8.05, 'deg': 180}",{'all': 90},1578281979,"{'type': 1, 'id': 6403, 'country': 'ES', 'sunrise': 1578297931, 'sunset': 1578330625}",3600,3115739,Naron,200,,
193,"{'lon': 77.58, 'lat': 34.16}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 3.78, 'feels_like': -4.65, 'temp_min': 3.78, 'temp_max': 3.78, 'pressure': 1031, 'humidity': 79, 'sea_level': 1031, 'grnd_level': 598}",,"{'speed': 3.69, 'deg': 129}",{'all': 100},1578281979,"{'country': 'IN', 'sunrise': 1578275760, 'sunset': 1578311634}",19800,1264976,Leh,200,,{'3h': 0.13}
194,"{'lon': 136.78, 'lat': -12.18}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 91.4, 'feels_like': 93.4, 'temp_min': 91.4, 'temp_max': 91.4, 'pressure': 1007, 'humidity': 55}",10000.0,"{'speed': 12.75, 'deg': 60}",{'all': 75},1578281979,"{'type': 1, 'id': 9576, 'country': 'AU', 'sunrise': 1578256426, 'sunset': 1578302544}",34200,2064735,Nhulunbuy,200,,
195,"{'lon': -0.6, 'lat': 45.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 32.61, 'feels_like': 27.46, 'temp_min': 27, 'temp_max': 37, 'pressure': 1028, 'humidity': 89}",9000.0,"{'speed': 2.24, 'deg': 110}",{'all': 0},1578281979,"{'type': 1, 'id': 6452, 'country': 'FR', 'sunrise': 1578296551, 'sunset': 1578328381}",3600,3026644,Souillac,200,,
196,"{'lon': 74.5, 'lat': 63.79}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 20.71, 'feels_like': 8.82, 'temp_min': 20.71, 'temp_max': 20.71, 'pressure': 1004, 'humidity': 94, 'sea_level': 1004, 'grnd_level': 991}",,"{'speed': 12.15, 'deg': 242}",{'all': 100},1578281979,"{'country': 'RU', 'sunrise': 1578285803, 'sunset': 1578303070}",18000,1540711,Muravlenko,200,,
197,"{'lon': -52.73, 'lat': 47.66}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 30.72, 'feels_like': 12.09, 'temp_min': 30, 'temp_max': 32, 'pressure': 973, 'humidity': 100}",603.0,"{'speed': 26.4, 'deg': 60, 'gust': 41.38}",{'all': 90},1578281979,"{'type': 1, 'id': 998, 'country': 'CA', 'sunrise': 1578309527, 'sunset': 1578340435}",-12600,6167817,Torbay,200,,
198,"{'lon': -124.16, 'lat': 40.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 42.96, 'feels_like': 40.59, 'temp_min': 41, 'temp_max': 44.6, 'pressure': 1037, 'humidity': 93}",12874.0,"{'speed': 0.65, 'deg': 10}",{'all': 1},1578281814,"{'type': 1, 'id': 4127, 'country': 'US', 'sunrise': 1578238825, 'sunset': 1578272581}",-28800,5563839,Fortuna,200,,
199,"{'lon': -63.06, 'lat': 18.22}","[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",stations,"{'temp': 77.9, 'feels_like': 81.23, 'temp_min': 77, 'temp_max': 78.8, 'pressure': 1016, 'humidity': 78}",10000.0,"{'speed': 8.05, 'deg': 60}",{'all': 40},1578281924,"{'type': 1, 'id': 8801, 'country': 'AI', 'sunrise': 1578221100, 'sunset': 1578260969}",-14400,3573374,The Valley,200,,
200,"{'lon': 128.95, 'lat': 61.4}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",model,"{'temp': 6.26, 'feels_like': -0.92, 'temp_min': 6.26, 'temp_max': 6.26, 'pressure': 1021, 'humidity': 96, 'sea_level': 1021, 'grnd_level': 998}",,"{'speed': 2.01, 'deg': 88}",{'all': 100},1578281980,"{'country': 'RU', 'sunrise': 1578271030, 'sunset': 1578291698}",32400,2019867,Mokhsogollokh,200,,{'3h': 0.31}
201,"{'lon': 12.69, 'lat': 67.67}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}]",stations,"{'temp': 42.8, 'feels_like': 34.59, 'temp_min': 42.8, 'temp_max': 42.8, 'pressure': 994, 'humidity': 75}",10000.0,"{'speed': 9.17, 'deg': 240}",{'all': 75},1578281980,"{'type': 1, 'id': 1642, 'country': 'NO', 'sunrise': 1578305913, 'sunset': 1578312638}",3600,3137469,Sorland,200,,
202,"{'lon': -170.99, 'lat': 65.58}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",model,"{'temp': -11.22, 'feels_like': -20.34, 'temp_min': -11.22, 'temp_max': -11.22, 'pressure': 1021, 'humidity': 81, 'sea_level': 1021, 'grnd_level': 1016}",,"{'speed': 4.18, 'deg': 340}",{'all': 0},1578281919,"{'country': 'RU', 'sunrise': 1578346407, 'sunset': 1578360337}",43200,4031637,Lavrentiya,200,,
203,"{'lon': 104.73, 'lat': 16.54}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 80.6, 'feels_like': 82.8, 'temp_min': 80.6, 'temp_max': 80.6, 'pressure': 1018, 'humidity': 57}",8000.0,"{'speed': 4.7, 'deg': 60}",{'all': 20},1578281980,"{'type': 1, 'id': 9192, 'country': 'TH', 'sunrise': 1578267056, 'sunset': 1578307302}",25200,1608597,Mukdahan,200,,
204,"{'lon': 161.92, 'lat': -10.46}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 83.91, 'feels_like': 87.24, 'temp_min': 83.91, 'temp_max': 83.91, 'pressure': 1006, 'humidity': 74, 'sea_level': 1006, 'grnd_level': 985}",,"{'speed': 12.17, 'deg': 99}",{'all': 97},1578281981,"{'country': 'SB', 'sunrise': 1578250571, 'sunset': 1578296328}",39600,2178753,Kirakira,200,{'3h': 1.25},
205,"{'lon': -25.43, 'lat': 37.72}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 64.4, 'feels_like': 61.39, 'temp_min': 64.4, 'temp_max': 64.4, 'pressure': 1024, 'humidity': 93}",8000.0,"{'speed': 12.75, 'deg': 230}",{'all': 75},1578281981,"{'type': 1, 'id': 6899, 'country': 'PT', 'sunrise': 1578301036, 'sunset': 1578335818}",-3600,3372472,Vila Franca do Campo,200,,
206,"{'lon': 13.24, 'lat': -8.83}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 78.8, 'feels_like': 86.47, 'temp_min': 78.8, 'temp_max': 78.8, 'pressure': 1009, 'humidity': 88}",8000.0,"{'speed': 4.7, 'deg': 70}",{'all': 40},1578281981,"{'type': 1, 'id': 2173, 'country': 'AO', 'sunrise': 1578286436, 'sunset': 1578331850}",3600,2240449,Luanda,200,,
207,"{'lon': -120.46, 'lat': 34.64}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 53.73, 'feels_like': 43.83, 'temp_min': 48, 'temp_max': 62.6, 'pressure': 1026, 'humidity': 37}",16093.0,"{'speed': 10.29, 'deg': 290}",{'all': 1},1578281981,"{'type': 1, 'id': 4558, 'country': 'US', 'sunrise': 1578236960, 'sunset': 1578272670}",-28800,5367788,Lompoc,200,,
208,"{'lon': 40.71, 'lat': 7.14}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 61.47, 'feels_like': 59.92, 'temp_min': 61.47, 'temp_max': 61.47, 'pressure': 1015, 'humidity': 67, 'sea_level': 1015, 'grnd_level': 813}",,"{'speed': 3.09, 'deg': 319}",{'all': 50},1578281981,"{'country': 'ET', 'sunrise': 1578281447, 'sunset': 1578323650}",10800,336454,Ginir,200,,
209,"{'lon': -47.35, 'lat': -3}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 72.77, 'feels_like': 79.99, 'temp_min': 72.77, 'temp_max': 72.77, 'pressure': 1012, 'humidity': 98, 'sea_level': 1012, 'grnd_level': 999}",,"{'speed': 2.75, 'deg': 7}",{'all': 100},1578281981,"{'country': 'BR', 'sunrise': 1578301574, 'sunset': 1578345804}",-10800,3393106,Paragominas,200,,
210,"{'lon': 4.24, 'lat': 48.95}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 27.55, 'feels_like': 20.73, 'temp_min': 25, 'temp_max': 30.2, 'pressure': 1030, 'humidity': 100}",5000.0,"{'speed': 4.7, 'deg': 80}",{'all': 90},1578281902,"{'type': 1, 'id': 6535, 'country': 'FR', 'sunrise': 1578296171, 'sunset': 1578326437}",3600,2995603,Saint-Pierre,200,,
211,"{'lon': 141.3, 'lat': -6.12}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 76.82, 'feels_like': 85.28, 'temp_min': 76.82, 'temp_max': 76.82, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 1001}",,"{'speed': 3, 'deg': 91}",{'all': 100},1578281982,"{'country': 'PG', 'sunrise': 1578255968, 'sunset': 1578300831}",36000,2093846,Kiunga,200,{'3h': 1.81},
212,"{'lon': 169.27, 'lat': -19.55}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 89.6, 'feels_like': 87.75, 'temp_min': 89.6, 'temp_max': 89.6, 'pressure': 1010, 'humidity': 49}",10000.0,"{'speed': 14.99, 'deg': 90}",{'all': 20},1578281982,"{'type': 1, 'id': 7317, 'country': 'VU', 'sunrise': 1578247811, 'sunset': 1578295558}",39600,2136825,Isangel,200,,
213,"{'lon': -77.1, 'lat': 37.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 35.02, 'feels_like': 28.17, 'temp_min': 30.2, 'temp_max': 39.2, 'pressure': 1018, 'humidity': 79}",16093.0,"{'speed': 5.14, 'deg': 207}",{'all': 1},1578281823,"{'type': 1, 'id': 4586, 'country': 'US', 'sunrise': 1578226926, 'sunset': 1578261885}",-18000,4792494,Waverly,200,,
214,"{'lon': -17.92, 'lat': 28.66}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 62.6, 'feels_like': 57.92, 'temp_min': 62.6, 'temp_max': 62.6, 'pressure': 1027, 'humidity': 67}",10000.0,"{'speed': 9.17, 'deg': 320}",{'all': 20},1578281982,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1578297921, 'sunset': 1578335327}",0,2514651,Los Llanos de Aridane,200,,
215,"{'lon': -78.04, 'lat': 18.26}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 79.72, 'feels_like': 79.84, 'temp_min': 79, 'temp_max': 80.6, 'pressure': 1017, 'humidity': 83}",10000.0,"{'speed': 17.22, 'deg': 40}",{'all': 75},1578281982,"{'type': 1, 'id': 7107, 'country': 'JM', 'sunrise': 1578224701, 'sunset': 1578264561}",-18000,3491102,Whithorn,200,,
216,"{'lon': 45.06, 'lat': -25.17}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': 72.79, 'feels_like': 73.36, 'temp_min': 72.79, 'temp_max': 72.79, 'pressure': 1011, 'humidity': 85, 'sea_level': 1011, 'grnd_level': 989}",,"{'speed': 10.8, 'deg': 101}",{'all': 33},1578281983,"{'country': 'MG', 'sunrise': 1578276957, 'sunset': 1578326051}",10800,1067565,Beloha,200,,
217,"{'lon': -122.43, 'lat': 37.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 48.76, 'feels_like': 40.42, 'temp_min': 44.01, 'temp_max': 53.6, 'pressure': 1034, 'humidity': 87}",14484.0,"{'speed': 12.75, 'deg': 360, 'gust': 18.34}",{'all': 1},1578281983,"{'type': 1, 'id': 4322, 'country': 'US', 'sunrise': 1578237873, 'sunset': 1578272702}",-28800,5354943,Half Moon Bay,200,,
218,"{'lon': 85.18, 'lat': 45.63}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",model,"{'temp': 10.17, 'feels_like': 2.41, 'temp_min': 10.17, 'temp_max': 10.17, 'pressure': 1029, 'humidity': 88, 'sea_level': 1029, 'grnd_level': 995}",,"{'speed': 3.24, 'deg': 221}",{'all': 0},1578281983,"{'country': 'CN', 'sunrise': 1578275973, 'sunset': 1578307772}",28800,1529626,Baijiantan,200,,
219,"{'lon': 150.85, 'lat': -34.58}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 71.65, 'feels_like': 68.72, 'temp_min': 69.01, 'temp_max': 73, 'pressure': 1018, 'humidity': 77}",10000.0,"{'speed': 13.87, 'deg': 70}",{'all': 100},1578281983,"{'type': 1, 'id': 9594, 'country': 'AU', 'sunrise': 1578250229, 'sunset': 1578301985}",39600,6255012,Flinders,200,{'3h': 0.19},
220,"{'lon': 20.4, 'lat': -9.66}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 64.56, 'feels_like': 68.16, 'temp_min': 64.56, 'temp_max': 64.56, 'pressure': 1012, 'humidity': 98, 'sea_level': 1012, 'grnd_level': 896}",,"{'speed': 2.21, 'deg': 300}",{'all': 100},1578281983,"{'country': 'AO', 'sunrise': 1578284631, 'sunset': 1578330217}",3600,145531,Saurimo,200,{'3h': 3.13},
221,"{'lon': -68.52, 'lat': 63.75}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': -16.6, 'feels_like': -32.6, 'temp_min': -16.6, 'temp_max': -16.6, 'pressure': 999, 'humidity': 68}",12874.0,"{'speed': 16.11, 'deg': 300}",{'all': 90},1578281983,"{'type': 1, 'id': 797, 'country': 'CA', 'sunrise': 1578233744, 'sunset': 1578250947}",-18000,5983720,Iqaluit,200,,
222,"{'lon': -58.16, 'lat': 6.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 68, 'feels_like': 72.55, 'temp_min': 68, 'temp_max': 68, 'pressure': 1013, 'humidity': 94}",10000.0,{'speed': 2.24},{'all': 0},1578281789,"{'type': 1, 'id': 8767, 'country': 'GY', 'sunrise': 1578218725, 'sunset': 1578260991}",-14400,3378644,Georgetown,200,,
223,"{'lon': 13.11, 'lat': 47.17}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 18.52, 'feels_like': 12.07, 'temp_min': 15.01, 'temp_max': 23, 'pressure': 1033, 'humidity': 91}",,"{'speed': 1.99, 'deg': 157, 'gust': 4}",{'all': 0},1578281984,"{'type': 3, 'id': 2008652, 'country': 'AT', 'sunrise': 1578293613, 'sunset': 1578324736}",3600,2782053,Bad Hofgastein,200,,
224,"{'lon': 26.82, 'lat': 50.12}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 24.44, 'feels_like': 16.05, 'temp_min': 24.44, 'temp_max': 24.44, 'pressure': 1030, 'humidity': 93, 'sea_level': 1030, 'grnd_level': 995}",,"{'speed': 6.49, 'deg': 330}",{'all': 91},1578281984,"{'country': 'UA', 'sunrise': 1578291057, 'sunset': 1578320709}",7200,707296,Izyaslav,200,,
225,"{'lon': 28.68, 'lat': -15.33}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 68, 'feels_like': 69.91, 'temp_min': 68, 'temp_max': 68, 'pressure': 1017, 'humidity': 94}",10000.0,"{'speed': 6.93, 'deg': 300}",{'all': 100},1578281984,"{'type': 1, 'id': 2113, 'country': 'ZM', 'sunrise': 1578282041, 'sunset': 1578328832}",7200,917688,Chongwe,200,{'3h': 1},
226,"{'lon': -73.36, 'lat': 41.14}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 32.16, 'feels_like': 24.33, 'temp_min': 27, 'temp_max': 37, 'pressure': 1014, 'humidity': 55}",16093.0,"{'speed': 4.7, 'deg': 270}",{'all': 1},1578281900,"{'type': 1, 'id': 3409, 'country': 'US', 'sunrise': 1578226731, 'sunset': 1578260283}",-18000,4845585,Westport,200,,
227,"{'lon': 114.09, 'lat': 71.97}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': -16.62, 'feels_like': -32.48, 'temp_min': -16.62, 'temp_max': -16.62, 'pressure': 1001, 'humidity': 92, 'sea_level': 1001, 'grnd_level': 990}",,"{'speed': 16.02, 'deg': 159}",{'all': 100},1578281984,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",32400,2017155,Saskylakh,200,,
228,"{'lon': 92.75, 'lat': 11.67}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 82.4, 'feels_like': 84.58, 'temp_min': 82.4, 'temp_max': 82.4, 'pressure': 1015, 'humidity': 74}",6000.0,"{'speed': 12.75, 'deg': 50, 'gust': 18.34}",{'all': 40},1578281985,"{'type': 1, 'id': 9215, 'country': 'IN', 'sunrise': 1578269417, 'sunset': 1578310693}",19800,1259385,Port Blair,200,,
229,"{'lon': 84.89, 'lat': 55.79}","[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",stations,"{'temp': 25.27, 'feels_like': 12.85, 'temp_min': 24.8, 'temp_max': 26.01, 'pressure': 1020, 'humidity': 85}",10000.0,"{'speed': 13.42, 'deg': 210}",{'all': 75},1578281985,"{'type': 1, 'id': 8961, 'country': 'RU', 'sunrise': 1578278916, 'sunset': 1578304968}",25200,1485724,Talaya,200,,
230,"{'lon': -68.53, 'lat': -31.54}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",model,"{'temp': 71.53, 'feels_like': 60.55, 'temp_min': 71.53, 'temp_max': 71.53, 'pressure': 1008, 'humidity': 56, 'sea_level': 1008, 'grnd_level': 933}",,"{'speed': 22.24, 'deg': 169}",{'all': 14},1578281865,"{'country': 'AR', 'sunrise': 1578303370, 'sunset': 1578354177}",-10800,3837213,San Juan,200,,
231,"{'lon': 124.74, 'lat': 55.15}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",model,"{'temp': -4.4, 'feels_like': -11.11, 'temp_min': -4.4, 'temp_max': -4.4, 'pressure': 1035, 'humidity': 95, 'sea_level': 1035, 'grnd_level': 948}",,"{'speed': 0.38, 'deg': 290}",{'all': 42},1578281985,"{'country': 'RU', 'sunrise': 1578269120, 'sunset': 1578295630}",32400,2014718,Tynda,200,,
232,"{'lon': -8.53, 'lat': 7.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",model,"{'temp': 61.63, 'feels_like': 57.04, 'temp_min': 61.63, 'temp_max': 61.63, 'pressure': 1012, 'humidity': 30, 'sea_level': 1012, 'grnd_level': 952}",,"{'speed': 1.28, 'deg': 326}",{'all': 38},1578281985,"{'country': 'GN', 'sunrise': 1578293334, 'sunset': 1578335405}",0,2418092,Lola,200,,
233,"{'lon': -58.74, 'lat': -38.55}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",model,"{'temp': 60.93, 'feels_like': 60.6, 'temp_min': 60.93, 'temp_max': 60.93, 'pressure': 1001, 'humidity': 92, 'sea_level': 1001, 'grnd_level': 999}",,"{'speed': 5.48, 'deg': 40}",{'all': 100},1578281985,"{'country': 'AR', 'sunrise': 1578299895, 'sunset': 1578352952}",-10800,3430443,Necochea,200,{'3h': 9.38},
234,"{'lon': 34.11, 'lat': -5.96}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",model,"{'temp': 61.14, 'feels_like': 63.72, 'temp_min': 61.14, 'temp_max': 61.14, 'pressure': 1013, 'humidity': 93, 'sea_level': 1013, 'grnd_level': 852}",,"{'speed': 0.67, 'deg': 133}",{'all': 95},1578281986,"{'country': 'TZ', 'sunrise': 1578281719, 'sunset': 1578326547}",10800,154097,Mgandu,200,{'3h': 1.31},
235,"{'lon': -92.46, 'lat': 46.72}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 24.78, 'feels_like': 12.96, 'temp_min': 21.99, 'temp_max': 27, 'pressure': 1012, 'humidity': 67}",16093.0,"{'speed': 11.41, 'deg': 270, 'gust': 16.11}",{'all': 0},1578281689,"{'type': 1, 'id': 3682, 'country': 'US', 'sunrise': 1578232454, 'sunset': 1578263732}",-21600,5021632,Cloquet,200,,
236,"{'lon': -67.43, 'lat': 8.92}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",model,"{'temp': 81.27, 'feels_like': 81.64, 'temp_min': 81.27, 'temp_max': 81.27, 'pressure': 1013, 'humidity': 55, 'sea_level': 1013, 'grnd_level': 1001}",,"{'speed': 7.61, 'deg': 77}",{'all': 80},1578281810,"{'country': 'VE', 'sunrise': 1578221166, 'sunset': 1578263001}",-14400,3647444,Calabozo,200,,
237,"{'lon': -9.45, 'lat': 38.8}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 44.26, 'feels_like': 41.25, 'temp_min': 41, 'temp_max': 48.99, 'pressure': 1028, 'humidity': 93}",10000.0,"{'speed': 2.24, 'deg': 350}",{'all': 0},1578281986,"{'type': 1, 'id': 6901, 'country': 'PT', 'sunrise': 1578297380, 'sunset': 1578331801}",0,2269142,Colares,200,,
238,"{'lon': -63.68, 'lat': -22.01}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",model,"{'temp': 80.31, 'feels_like': 80.17, 'temp_min': 80.31, 'temp_max': 80.31, 'pressure': 1000, 'humidity': 48, 'sea_level': 1000, 'grnd_level': 941}",,"{'speed': 5.3, 'deg': 354}",{'all': 96},1578281986,"{'country': 'AR', 'sunrise': 1578217016, 'sunset': 1578265351}",-14400,3901178,Yacuiba,200,,
